,videoid,title,views,like,dislike,age,length,description
210,njU4u2hMFnE,John Lennox: Should We Fear Artificial Intelligence?,249803,4437,200,2018-10-10T01:59:36Z,PT2H20M18S,"On Oct. 9, 2018, John Lennox addressed the critical questions surrounding artificial intelligence and how the future of artificial intelligence bears on a Christian ..."
211,9iN3O_oL2ac,"Knowledge Representation and Reasoning in Artificial Intelligence | Logic, Semantic Net, Frames etc",112883,2087,58,2019-06-28T12:59:04Z,PT7M44S,KnowledgeRepresentation#AI.
212,guoTtmeI5AA,Fairness in Artificial Intelligence,1521,14,2,2018-12-05T15:55:53Z,PT1M24S,"Machine decisions can affect our rights, and we need to ensure that Artificial Intelligence does not absorb biases by being trained on biased data. Three papers ..."
213,09hTTPYV3Jg,Top Deep Learning Projects | Artificial Intelligence Projects | Deep Learning Training | Edureka,47477,755,28,2019-09-05T13:41:31Z,PT12M41S,Subscribe to our channel to get video updates. Hit the subscribe button above. #DeepLearningProjects How it Works? 1. This is a 5 Week Instructor-led Online ...
214,GtdIh6Jnn2o,The difference between AI in science fiction and reality,2760,280,8,2021-03-16T09:03:32Z,PT6M,"Engineers' professional lives always involve technology, and the latest developments in the artificial intelligence area can change the engineering concepts ..."
215,q7ICJLYF-Js,Data Science Vs. Machine Learning Vs. Artificial Intelligence | Ep #26,2855,99,2,2020-02-10T14:25:10Z,PT4M11S,"What is the difference between Data Science, Machine Learning and Artificial intelligence? Join Manav in Episode 26 to find out! Check out the entire Data ..."
216,5rNKtramE-I,Artificial Intelligence vs humans | Jim Hendler | TEDxBaltimore,73228,501,187,2015-02-05T17:48:14Z,PT11M27S,Artificial Intelligence vs Humans - Jim disagrees with Stephen Hawking about the role Artificial Intelligence will play in our lives. Jim is an artificial intelligence ...
217,V-O-RFSRe-E,Knowledge Representation in AI | Semantic Networks | Artificial Intelligence Tutorial | Edureka,26386,460,23,2019-12-27T14:00:12Z,PT17M43S,----------------------------------------------------------- Subscribe to our channel to get video updates. Hit the subscribe button above: https://goo.gl/6ohpTV Instagram: ...
218,fvtrRGmv7aU,What is artificial intelligence? - BBC News,331700,741,63,2015-09-14T15:47:41Z,PT1M58S,The BBC's quick guide to artificial intelligence. Subscribe to BBC News HERE http://bit.ly/1rbfUog Check out our website: http://www.bbc.com/news Facebook: ...
219,D_xZjXoloxc,Artificial Intelligence (AI) Interview Questions and Answers | AI Interview Preparation | Edureka,21497,413,12,2019-04-12T05:21:37Z,PT1H46M9S,01:25 Artificial Intelligence Basic Level Interview Question 23:48 Artificial Intelligence Intermediate Level Interview Question 1:00:12 Artificial Intelligence ...
220,QSBdPgnk3vU,Top 10 Technologies for the year of 2021 | Artificial Intelligence | Data Analytics | Great Learning,1920,105,3,2021-03-13T13:30:52Z,PT18M40S,"Watch our video taking you through the Top 10 Technologies in 2021! In our list of top 10 Techs, we give you a thorough breakdown of technologies and discuss ..."
221,4dwsSz_fNSQ,"Supervised, Unsupervised and Reinforcement Learning in Artificial Intelligence in Hindi",169860,4383,105,2019-06-04T15:58:18Z,PT9M28S,#SupervisedUnsupervisedReinforcement#MachineLearning.
222,6yDw9w8uPyQ,China&#39;s rise in artificial intelligence | CNBC Reports,379105,4393,225,2018-12-05T22:00:00Z,PT6M25S,"China's vast amount of data is helping advance its artificial intelligence research. CNBC's Uptin Saiidi speaks to experts VC Kai-Fu Lee, author Thomas ..."
223,v0prAZhW2wM,Meet a Minecrafter: Artificial Intelligence (Part 2),298075,13947,385,2020-08-14T15:00:30Z,PT5M23S,"In the second half of our Minecraft and Artificial Intelligence series, the Facebook AI Research team describe their Craft Assist project and how Minecraft is ..."
224,anW5W67OEME,Types of Artificial Intelligence Agents | AI Lectures in Hindi,8608,119,9,2020-06-01T08:15:00Z,PT21M32S,Types of Artificial Intelligence Agents | AI Lectures in Hindi Simple Reflex Agents Model based Reflex Agent Goal Based Agents Utility Based Agents Learning ...
225,zFikq_cJ4mQ,Most Advanced Humanoid Robots | Future Of Robotics And Artificial Intelligence | Simplilearn,15673,292,28,2020-11-02T14:34:31Z,PT16M29S,"With the rapid advancement of humanoid robots in the market today, we're able to see how our lives have become simpler and easier. In this video let's look at ..."
226,4gtGeZ2wOmo,Artificial Intelligence Bomb,1503022,53375,154,2010-11-14T10:12:14Z,PT2M15S,"Now available on Bandcamp. If you like this song, I hope you'll purchase it! XD https://naruto2413.bandcamp.com/album/artificial-intelligence-bomb."
227,tr9oe2TZiJw,A New Philosophy on Artificial Intelligence | Kristian Hammond | TEDxNorthwesternU,287265,2992,296,2018-06-08T17:54:39Z,PT20M53S,"Kristian is a professor of computer science and journalism at Northwestern University. Previously, Kris founded the University of Chicago's Artificial Intelligence ..."
228,2iHaSVEadiI,Agents in AI | Part-1/2 | Artificial Intelligence | Lec-4 | Bhanu Priya,39818,357,27,2019-08-22T02:56:00Z,PT12M20S,introduction to agents in artificial intelligence.
229,gZpUcsB9TFc,Uninformed Vs Informed Search in Artificial Intelligence with Example,103143,1745,37,2019-12-10T08:34:53Z,PT8M17S,#UninformedVsInformedSearch#AI.
230,bfmFfD2RIcg,Neural Network In 5 Minutes | What Is A Neural Network? | How Neural Networks Work | Simplilearn,333806,7400,119,2019-06-19T14:30:00Z,PT5M45S,... subscribe to our YouTube channel: https://www.youtube.com/user/Simplilearn?sub_confirmation=1 Download the Artificial Intelligence Career Guide and take ...
231,bXkRj-UcWVM,Artificial Intelligence Versus Sentence Mixing,339754,43231,141,2021-01-15T23:21:49Z,PT19S,"Tell you what, this 15.ai thing is pretty neat though."
232,xD1c8jTFF78,Fuzzy Logic in Artificial Intelligence | Introduction to Fuzzy Logic &amp; Membership Function | Edureka,30528,504,38,2019-12-18T14:26:34Z,PT19M28S,----------------------------------------------------------- Machine Learning Podcast - http://bit.ly/2IGLYCc Complete Youtube Playlist here: https://bit.ly/2OhZEpz Deep ...
233,k2P_pHQDlp0,AI VS ML VS DL VS Data Science,961102,33518,650,2019-11-26T14:40:58Z,PT9M45S,Kite is a free AI-powered coding assistant that will help you code faster and smarter. The Kite plugin integrates with all the top editors and IDEs to give you smart ...
234,f8luGFRtshY,Depth First Search (DFS) with example | Uninformed Search | Artificial Intelligence,218040,3959,81,2019-03-31T15:54:56Z,PT9M13S,------------------------------------------------------------------------------------------------- Our Social Links: ▻ Subscribe to our YouTube channel: ...
235,DLjuQuwfHlw,Artificial Intelligence: Inilah Hebatnya Kecerdasan Buatan,34271,475,33,2019-01-22T07:13:07Z,PT6M31S,"Kecerdasan Buatan atau Artificial Intelligence (AI) adalah cabang ilmu komputer yang menekankan pengembangan intelijen mesin, pola berpikir dan bekerja ..."
236,tPYj3fFJGjk,TensorFlow 2.0 Complete Course - Python Neural Networks for Beginners Tutorial,1040649,27943,338,2020-03-03T15:44:00Z,PT6H52M8S,This course is designed for Python programmers looking to enhance their knowledge and skills in machine learning and artificial intelligence. Throughout the 8 ...
237,FWOZmmIUqHg,Artificial Intelligence Tutorial | AI Tutorial for Beginners | Artificial Intelligence | Simplilearn,330208,4306,143,2018-05-09T13:11:11Z,PT37M35S,"This Artificial Intelligence tutorial video will help you understand what is Artificial Intelligence, types of Artificial Intelligence, ways of achieving Artificial ..."
238,l0CRFuA0m_8,Expert Systems | Scope of AI | Artificial intelligence | Lec-45 | Bhanu Priya,28839,398,25,2019-09-25T01:26:00Z,PT13M2S,"Introduction to expert systems, Characteristics, capabilities & Components explained."
239,aZblDSAx4cg,CryptArithmetic Problem in Artificial Intelligence | TO+GO = OUT &amp; SEND+MORE= MONEY Solutions,18460,332,16,2020-05-13T10:30:00Z,PT15M22S,CryptArithmetic Problem in Artificial Intelligence | TO+GO = OUT and SEND+MORE= MONEY Problem Solutions Artificial Intelligence Video Lectures in Hindi.
240,pQVYwz6u-zA,Documentary ~ Artificial Intelligence and Consciousness (AI Documentary 2020),257497,6307,272,2020-06-19T14:01:04Z,PT22M14S,"Could artificial intelligence ever gain true consciousness? This documentary explores what might unfold if super intelligent AI acquired consciousness, how it ..."
241,5YyRERaLGoc,"Artificial Intelligence in Retail - Less shrinkage, greater revenue and improved customer experience",6116,53,1,2019-04-09T16:13:31Z,PT4M12S,"Fujitsu Artifical Intelligence (AI) learns from data to automate processes, improve service and raise productivity. AI eables complex processes to be automated ..."
242,HSD6eJhgaFg,What Is Artificial Intelligence | കൃത്രിമ ബുദ്ധി | Malayalam | Robots,46978,3182,33,2020-06-28T03:53:34Z,PT16M35S,"What Is Artificial Intelligence Malayalam എന്താണ് കൃത്രിമ ബുദ്ധി Artificial intelligence (AI) makes it possible for machines to learn from experience, ..."
243,6nEKSFhKpNs,🇦 🇮𝗔𝗿𝘁𝗶𝗳𝗶𝗰𝗶𝗮𝗹 𝗜𝗻𝘁𝗲𝗹𝗹𝗶𝗴𝗲𝗻𝗰𝗲 𝗪𝗮𝗿𝗳𝗮𝗿𝗲 &amp; 𝗛𝘂𝗺𝗮𝗻𝗶𝘁𝘆 𝗦𝘂𝗿𝘃𝗶𝘃𝗮𝗹,2226,40,3,2020-06-06T16:59:19Z,PT7M50S,Artificial Intelligence Warfare & Humanity Survival Artificial intelligence is among the many hot technologies that promise to change ...
244,MCgepv73E24,Saudi Arabia launches artificial intelligence strategy at Global AI Summit,2812,46,6,2020-10-21T14:00:00Z,PT2M16S,"Saudi Arabia announced its National Strategy for Data and AI at the Global AI Summit, hosted virtually by the Kingdom, on Wednesday. The strategy was ..."
245,4QjZDUaDxQU,This is why emotional artificial intelligence matters | Maja Pantic | TEDxCERN,11479,212,8,2018-12-14T16:46:19Z,PT14M40S,"We display more than 7000 different facial expressions every day and we perceive all of them very intuitively. We associate to them attitudes, emotions, ..."
246,oBUAQGwzGk0,A.I. Artificial Intelligence International Trailer #1 (2001),485288,1977,72,2015-08-28T18:49:41Z,PT2M24S,The official international trailer for Steven Spielberg's A.I. Artificial Intelligence from 2001.
247,qE7hB7yiQaQ,Data Science vs Artificial Intelligence | DS vs AI | Intellipaat,36511,845,36,2020-01-23T07:11:51Z,PT15M8S,"If you've enjoyed this Data Science vs Artificial Intelligence video, Like us and Subscribe to our channel for more similar informative video. Got any questions ..."
248,39EdqUbj92U,Artificial Intelligence &amp; Personhood: Crash Course Philosophy #23,793431,17791,194,2016-08-08T22:09:05Z,PT9M26S,"Today Hank explores artificial intelligence, including weak AI and strong AI, and the various ways that thinkers have tried to define strong AI including the Turing ..."
249,NHMzY1nX3-8,#ArtificialIntelligence | DC Super Hero Girls: Super Shorts,10617653,35018,6359,2019-08-15T14:58:45Z,PT4M1S,Doris becomes excited by the possibilities when she inadvertently injects herself with the wrong serum and becomes super-smart. Join Wonder Woman™ ...
250,7zRndl3wZj0,Will Artificial Intelligence Revolutionize Pharma?,8804,178,7,2018-05-23T19:59:08Z,PT11M9S,"May.23 -- Artificial intelligence may be able to improve the drug discovery and approval processes, saving the pharmaceutical industry both time and money."
251,H7MG2AIFoIg,How Facebook is using Artificial Intelligence (AI) And Deep Learning,7106,140,9,2019-06-03T14:07:09Z,PT7M30S,"In this video I discuss the amazing ways Facebook uses A.I. and machine learning to e.g. understand and interpret your text, recognise your photos and even ..."
252,BfDQNrVphLQ,How Will Artificial Intelligence Affect Your Life | Jeff Dean | TEDxLA,413440,3630,199,2017-01-18T17:30:31Z,PT15M56S,"In the last five years, significant advances were made in the fields of computer vision, speech recognition, and language understanding. In this talk, Jeff Dean ..."
253,fsxKUby4EEw,Artificial intelligence: What the tech can do today,101135,1414,50,2019-04-07T13:00:06Z,PT5M28S,Is the artificial intelligence we see in science fiction movies at all realistic? Many tech industry experts believe the idea of a superintelligent or sentient AI is ...
254,S8MmsBsGP-Q,Data Science &amp; Artificial Intelligence Career Advice by Real-Life Data Scientists,298606,7083,173,2019-12-04T11:56:16Z,PT8M20S,Wish to build your career in Data Science and Artificial Intelligence space? Here is a video with the best advice from subject matter experts. Listen to these data ...
255,SOEP65mGkZs,#ArtificialIntelligence | DCSHG | Cartoon Network,1313053,18211,1489,2020-05-01T23:15:06Z,PT3M45S,Faça parte do canal do Cartoon Network Brasil no YouTube: https://www.youtube.com/brcartoonnetwork Visite o site do Cartoon Network Brasil: ...
256,Pq6Rdf7Va4c,10 AI Examples In Real Life: How Artificial Intelligence Impacts Everyday Life,20554,295,16,2019-12-15T22:10:55Z,PT6M48S,"Artificial Intelligence In Real Everyday Life. Every single one of us encounters artificial intelligence multiple times each day. Even if we aren't aware of it, artificial ..."
257,vcPvbojUmuw,Artificial Intelligence Beach,3017857,80493,706,2011-11-30T03:42:47Z,PT33S,"So I started this two days ago partially because there have been a bunch of AI Bombs out there lately, and I didn't want to upload an AI Bomb before the song is ..."
258,gvzJnakhiZc,Artificial Intelligence Malayalam | AI മനുഷ്യന് വിനയാകുമോ? | 47 ARENA | Malayalam Science Video,20105,1546,33,2020-12-14T12:30:03Z,PT10M4S,"Artificial Intelligence Malayalam. Artificial Intelligence is on of the most rapidly growing technology in the modern world. When we think about the future, humans ..."
259,zO_vx_4UdH0,Is Alexa An Artificial Intelligence (AI)?,613,17,0,2021-02-05T09:30:05Z,PT1M49S,"In this video I answer the question whether Amazon's Alexa is considered artificial intelligence. The answer is yes, and no, but let me explain… If you would like ..."
260,ussypH-m3D4,Artificial Intelligence. | #NEXTGen 2020.,7244,188,10,2020-11-13T14:15:06Z,PT2M50S,BMW Group currently uses artificial intelligence in more than 400 applications and in every relevant area of the company. It plays a particularly important role in ...
261,YhSeTEumjVA,Artificial Intelligence Applications 2021|Artificial Intelligence Examples In Real Life |Simplilearn,13197,286,13,2020-09-04T15:30:04Z,PT12M31S,"Artificial Intelligence is no more a buzz; it has become a reality. With companies using artificial intelligence to build intelligent machines, AI has become a ..."
262,5NlmdoHzmrw,Artificial Intelligence and the Future of Business | Hans-Christian Boos | TEDxWHU,17907,265,18,2018-03-26T18:48:52Z,PT15M45S,"Hans-Christian Boos has a mission: empowering human potential, freeing up time for creativity and innovative thinking through artificial intelligence (AI)."
263,Y5ALSgLxb1w,Artificial Intelligence vs Human Identity,3637,110,5,2021-01-02T23:08:00Z,PT58M50S,"As we launch into 2021, we are faced with the exponential rise of artificial intelligence and robotic technologies. And the implications are very serious. What's ..."
264,Na-76Sctl-c,This Artificial Intelligence Tried To Crack The Voynich Manuscript And This Is What It Found,546483,15006,519,2020-09-15T19:21:02Z,PT11M24S,"This artificial intelligence tried to crack the Voynich manuscript and this is what it found. Today, we take a look at what this artificial intelligence found out about ..."
265,uawLjkSI7Mo,The Rise of Artificial Intelligence through Deep Learning | Yoshua Bengio | TEDxMontreal,263079,3887,145,2017-05-17T20:00:11Z,PT17M54S,A revolution in AI is occurring thanks to progress in deep learning. How far are we towards the goal of achieving human-level AI? What are some of the main ...
266,SRaVsOl-kYc,Artificial Intelligence and Data Science Jobs Explained by real-life Data Scientists,8437,187,5,2020-01-24T13:26:42Z,PT4M5S,Wondering what's the best way to prepare for Artificial Intelligence or Data Science jobs? Here is a video with the best job advice from subject matter experts ...
267,ZJixNvx9BAc,Machine Learning: Living in the Age of AI | A WIRED Film,1043825,19744,630,2019-06-20T16:00:06Z,PT41M17S,"Machine Learning: Living in the Age of AI,” examines the extraordinary ways in which people are interacting with AI today. Hobbyists and teenagers are now ..."
268,qul0f79gxGs,Breadth First Search with example | Uninformed Search | Artificial Intelligence,276022,5275,89,2019-03-30T07:09:03Z,PT12M57S,------------------------------------------------------------------------------------------------- Our Social Links: ▻ Subscribe to our YouTube channel: ...
269,f7dhOHMX0js,Preparing for a future with Artificial Intelligence | Robin Winsor | TEDxYYC,436939,4179,205,2018-08-20T22:28:27Z,PT17M20S,"It's often said that history repeats itself. Many times in the course of our history, new technologies have wiped out entire workforces. For upcoming generations ..."
270,6490tKrGEic,Propositional Logic in Artificial Intelligence in Hindi | Knowledge Represenatation| All Imp Points,88770,2402,33,2020-01-05T11:59:35Z,PT12M20S,Introduction to Knowledge Representation: https://youtu.be/9iN3O_oL2ac #popositionalLogic#AI.
271,y2HQmvqXON4,Knowledge Representation | semantic networks | Frames | artificial intelligence | Hindi | #19,314151,2271,164,2017-04-15T16:17:37Z,PT4M34S,Follow us on : Facebook : https://www.facebook.com/wellacademy/ Instagram : https://instagram.com/well_academy Twitter : https://twitter.com/well_academy.
272,PXwUEJVSAeA,Artificial Intelligence Full Course | AI Full Course | Artificial Intelligence Tutorial |Simplilearn,11222,462,13,2020-12-28T06:30:00Z,PT7H28M36S,This video on Artificial Intelligence Full Course will help us understand the basics of artificial intelligence. We will look at the future of AI and listen to some of the ...
273,JFB_751d2uc,Future of AI/ML | Rise Of Artificial Intelligence &amp; Machine Learning | AI and ML Training | Edureka,17790,389,6,2020-03-17T14:00:04Z,PT16M21S,#edureka #AIedureka #MLedureka #FutureOfAIML #artificialIntelligence #machineLearning #PythonTutorial #PythonMachineLearning #PGP ...
274,PbCl67GY1ck,Breadth First Search Algorithm In 10 Minutes | BFS in Artificial Intelligence | Edureka,16147,295,7,2019-10-02T15:04:02Z,PT12M55S,------------------------------------- About the Masters Program Edureka's Machine Learning Engineer Masters Program makes you proficient in techniques like ...
275,_vy3Kr9v6ns,What is Artificial Intelligence in Urdu ? | What is AI?,8489,198,23,2019-11-23T12:05:03Z,PT7M37S,In this video i will explain the artificial intelligence and machine learning in Urdu. What is Artificial Intelligence? | What is AI?
276,E5jVBqe59EE,What is State Space Search | Introduction to Problem Solving in Artificial Intelligence,125642,1865,58,2019-12-11T12:53:18Z,PT10M47S,stateSpaceSearch#ProblemSolving#AI.
277,PMmk3BEXhlo,Artificial Intelligence Project Ideas | (Final Year and Resume) Project Ideas for AI,30570,595,22,2020-09-03T14:39:48Z,PT8M35S,"Artificial Intelligence Project Ideas for 2020 Artificial intelligence is a very frequent topic for movies, books, and all other media. Did you ever wish you could ..."
278,gb4SshJ5WOY,2018 Isaac Asimov Memorial Debate: Artificial Intelligence,493516,5295,466,2018-02-16T22:16:26Z,PT2H2M21S,"Isaac Asimov's famous Three Laws of Robotics might be seen as early safeguards for our reliance on artificial intelligence, but as Alexa guides our homes and ..."
279,oSdPmxRCWws,Hill Climbing Algorithm &amp; Artificial Intelligence - Computerphile,354539,7653,164,2014-09-09T17:13:04Z,PT7M20S,This video was filmed and edited by Sean Riley. Computer Science at the University of Nottingham: http://bit.ly/nottscomputer Computerphile is a sister project to ...
280,o0W-70fIB7Q,The future of artificial intelligence in radiology: Prof. Dr. med. Mathias Goyen,934,22,0,2020-08-31T11:23:57Z,PT29M46S,
281,jVYydqWYjpw,BEST (AI) Artificial Intelligence STOCKS To BUY IN 2021 (4 Stocks),1746,114,3,2021-03-05T16:08:48Z,PT9M28S,BEST (AI) Artificial Intelligence STOCKS To BUY IN 2021 (4 Stocks) Today we are talking about best AI which is artificial intelligence stocks to buy in 2021: all 4 ...
282,rmKOOxU4Gf4,depth first search  algorithm | DFS | Uninformed | Artificial intelligence | Lec-14 | Bhanu Priya,46881,354,27,2019-08-29T02:53:48Z,PT9M41S,DFS: depth first search algo in artificial intelligence.
283,0R9NLQM4ZKA,Training artificial intelligence - 6 Minute English,73728,1611,31,2020-03-26T11:21:04Z,PT6M35S,How clever is artificial intelligence? It currently helps us in many ways from car satnavs to detecting cancer cells but it's yet to be cleverer than us humans.
284,EYeF2e2IKEo,Introduction to Neural Networks with Example in HINDI | Artificial Intelligence,216230,4547,124,2019-05-11T06:04:07Z,PT11M20S,------------------------------------------------------------------------------------------------- Our Social Links: ▻ Subscribe to our YouTube channel: ...
285,VBceREwF7SA,"The State of Artificial Intelligence: Andrew Moore, Stuart Russell.",299256,1978,114,2016-01-20T17:58:00Z,PT55M9S,How close are technologies to simulating or overtaking human intelligence and what are the implications for industry and society? Speakers: -Matthew Grob ...
286,ukzFI9rgwfU,Machine Learning Basics | What Is Machine Learning? | Introduction To Machine Learning | Simplilearn,1780710,25096,868,2018-09-19T14:57:02Z,PT7M52S,Below topics are explained in this Machine Learning basics video: 1. What is Machine Learning? ( 00:21 ) 2. Types of Machine Learning ( 02:43 ) 2. What is ...
287,U17rzkOJeSw,Artificial Intelligence - The Future of Power: Five Battlegrounds | Rajiv Malhotra and Sanjay Dixit,29354,2824,20,2021-03-04T18:05:25Z,PT1H25M46S,ArtificialIntelligence #MachineLearning #Innovation #JaipurDialogues Rajiv Malhotra has a knack for looking into the future. He can be credited with starting the ...
288,Dk7h22mRYHQ,The Rise of AI,2883349,23060,1560,2018-06-05T18:40:09Z,PT51M26S,There's an AI revolution sweeping across the world. Yet few people know the real story about where this technology came from and why it suddenly took off.
289,7O60HOZRLng,Artificial Intelligence with Python | Artificial Intelligence Tutorial using Python | Edureka,223705,4169,159,2019-07-26T14:06:50Z,PT1H42M24S,#edureka #aiEdureka #artificialIntelligence #artificialIntelligenceTutorial #artificialIntelligenceWithPython #artificialIntelligenceEngineer Instagram: ...
290,zMrt6ALaio0,The Age of Artificial Intelligence: the Documentary,24588,520,30,2020-12-02T00:33:09Z,PT1H20M56S,"The Age of Artificial Intelligence: A Documentary"" Steven S. Gouveia is the host of an international documentary with the participation of international experts on ..."
291,Rz0_ynXyWs0,How Automation and Artificial Intelligence are Changing the Audit,1109,19,0,2020-07-08T16:02:48Z,PT3M32S,"Explore the potential impact of artificial intelligence and automation on the audit. Learn how to get into the AI game, and see practical examples of how you can ..."
292,3VwURrUBHY4,Artificial Intelligence vs Human Intelligence #AnkiCozmoPart2,1658903,102568,3440,2020-01-20T16:09:16Z,PT10M24S,Ye robot khatarnaak hai but kya ye humans se lad paega ? SUBSCRIBE FOR DAILY VIDS ▻ http://bit.ly/techburner | ☆ Edited By Devender @_creador ...
293,Y46zXHvUB1s,Top 10 Applications Of Artificial Intelligence in 2021 | Artificial Intelligence Training | Edureka,102129,1753,79,2019-05-29T05:46:02Z,PT15M39S,------------------------------------------------------------------------------------ Instagram: https://www.instagram.com/edureka_learning/ Slideshare: ...
294,ffG2EdYxoCQ,Artificial Intelligence | FULL DEBATE | Doha Debates,28295,532,28,2019-04-03T18:52:40Z,PT1H38M18S,"Advocates for AI defend it as manageable and say the risks are marginal, and the rewards life-improving, by empowering more people with instant information."
295,T4-nQOJJpVg,Artificial Intelligence Trends of 2020,7732,70,3,2020-01-15T19:00:04Z,PT2M27S,"Artificial Intelligence (AI) and analytics pros, data scientists and technology pioneer @harper weigh in on what artificial intelligence trends of 2020 to watch for."
296,J-crgy_QGjo,Artificial Intelligence &amp; Makoto - Cold Expanse,96948,2823,39,2020-08-26T09:00:04Z,PT4M39S,--- » Connect with Artificial Intelligence Facebook → https://www.facebook.com/Artificialintelligenceuk Instagram ...
297,YLFk5CzomHw,A.I  Artificial Intelligence Movie Explained in HINDI | Artificial Intelligence Ending Explain,584026,22469,602,2019-02-28T17:10:28Z,PT27M,A.I Artificial Intelligence Movie Explained in HINDI | Artificial Intelligence Ending Explain A.I Artificial Intelligence ये 2011 की साइन्स फिक्टिओन ड्रामा ...
298,CMnZYAolvdI,America&#39;s Most Promising Artificial Intelligence Companies | Forbes,15276,314,19,2020-07-09T22:00:02Z,PT4M8S,Artificial intelligence is beginning to be usefully deployed in almost every industry from customer call centers and finance to drug research. Yet the field is also ...
299,bsXPTgtRp30,5 Artificial Intelligence Stocks to Buy to Protect Your Future,35595,1626,20,2021-02-08T15:45:01Z,PT8M36S,Artificial intelligence stocks could add another $30 trillion to the economy AND your portfolio! I'm digging into the research to find the best AI stocks for your ...
300,masnR4-vt3M,Top 10 Benefits Of Artificial Intelligence in 2021 | Artificial Intelligence Advantages | Edureka,17510,294,24,2019-05-27T14:19:33Z,PT13M32S,#edurekaAI #ArtificialIntelligence #edureka Subscribe to our channel to get video updates. Hit the subscribe button above: https://goo.gl/6ohpTV ...
301,GvYYFloV0aA,Crash Course Artificial Intelligence Preview,330350,12566,166,2019-08-02T21:22:49Z,PT3M50S,Welcome to Crash Course Artificial Intelligence! In this series host Jabril Ashe will teach you the logic behind AI by tracing its history and examining how it's ...
302,_19pRsZRiz4,A.I. Artificial Intelligence - Official® Trailer [HD],1600401,6334,232,2013-05-22T03:40:33Z,PT1M10S,"Release Date: June 29, 2001 It's the mid-21st century and man has developed a new type of computer that is aware of its own existence. This computer has ..."
303,tyvMjvvrq74,Artificial Intelligence - what can and can&#39;t it do? 6 Minute English,149151,1681,52,2017-10-11T12:27:16Z,PT6M13S,Learn English vocabulary and improve your listening skills as we teach you about computers and technology in 6 Minute English! Machine thinking is in our ...
304,Oh1S2jVidEw,AITX Stock Review - Artificial Intelligence Technology Solutions Inc.,17252,385,6,2020-12-27T18:21:40Z,PT4M55S,"Artificial Intelligence Technology Solutions, Inc. engages in the provision of artificial intelligence (AI) solutions. It focuses on delivering AI driven technologies, ..."
305,CXtN2fik8L0,problem solving | Artificial intelligence | Lec-9 | Bhanu Priya,42356,319,27,2019-08-29T02:30:23Z,PT5M19S,searching problem & solving in artificial intelligence.
306,VNz3KGoAhG4,Types Of Artificial Intelligence | Artificial Intelligence Explained | What Is AI? |  Simplilearn,6522,268,5,2020-08-23T14:30:01Z,PT9M26S,"In this video on Artificial Intelligence, we'll learn what Artificial Intelligence is and the different types of Artificial Intelligence. We'll look into the AI types based on ..."
307,cW03t3aZkmE,Candidate Elimination Algorithm Concept | Machine Learning (2019),120367,2170,61,2018-10-28T10:33:13Z,PT7M57S,"machinelearning #algorithms #datascience Candidate elimination algorithm finds every hypothesis that is consistent with the training data, meaning it searches ..."
308,lssDX_zOwOo,Artificial Intelligence helps write code in Python [TabNine],951492,284,96,2019-07-18T05:48:23Z,PT28S,"Tarry Singh: ""I remember Jim Zemlin from The Linux Foundation asking me last year at AI leadership summit keynote if someday AI could make software coding ..."
309,_Kv4OFblJBU,Introduction - CS50&#39;s Introduction to Artificial Intelligence with Python 2020,143547,1136,1,2020-07-21T04:59:05Z,PT1M53S,"This course explores the concepts and algorithms at the foundation of modern artificial intelligence, diving into the ideas that give rise to technologies like ..."
310,7ffDUDjwz5E,Best First Search Algorithm in Artificial Intelligence | How it Works | All Imp Points(Pros &amp; Cons),121718,2735,59,2019-12-16T13:30:18Z,PT14M41S,Link of Heuristic: https://youtu.be/5F9YzkpnaRw Link of 8 Puzzle with heuristic: https://youtu.be/nmWGhb9E4es Link of 8 Puzzle without Heuristic: ...
311,HrKzXLgGohA,Artificial Intelligence Can Change the future of Medical Diagnosis | Shinjini Kundu | TEDxPittsburgh,56412,774,28,2017-07-18T20:59:23Z,PT12M22S,Medical diagnosis often is based on information visible from medical images. But what if machine learning and artificial intelligence could help our doctors gain ...
312,U7nmfPf7wtA,Elon Musk on Artificial Intelligence Implications and Consequences,112742,3221,93,2020-09-19T15:16:45Z,PT15M12S,"The prediction marks a significant revision of previous estimations of the so-called technological singularity, when machine intelligence surpasses human ..."
313,ihd9zrW6DOk,The Difference Between Artificial Intelligence and Machine Learning,28775,194,8,2018-05-11T15:59:30Z,PT4M53S,Confused whether artificial intelligence and machine learning are the same thing? Anna Brown asks the experts to explain. LEARN MORE ABOUT ARTIFICIAL ...
314,78Js-WmUV4I,Data Science vs Machine Learning vs Artificial Intelligence vs Big Data,14457,259,12,2019-06-13T13:59:23Z,PT6M27S,"Oleksandr Konduforov, Data Science Competence Leader at AltexSoft, discusses the differences between data science, machine learning, artificial intelligence ..."
315,5ctbvkAMQO4,Natural Language Processing In 10 Minutes | NLP Tutorial For Beginners | NLP Training | Edureka,387131,6893,262,2018-10-16T05:26:04Z,PT8M26S,"NLP is a branch of artificial intelligence that has many important implications on the ways that computers and humans interact. Human language, developed ..."
316,UAfqE7ctcgs,Artificial Intelligence Robots Development Until 2019 - Machine Learning Robot Ep. 06,913017,8290,775,2019-03-28T13:22:01Z,PT11M16S,Artificial Intelligence Robots Development Until 2019 - Machine Learning Robot Ep. 06 ...
